시군구명,시도명,관광지명,Unnamed: 3,KTO카테고리대분류명,KTO카테고리중분류명,KTO카테고리소분류명,방문자수,맛집정보
금천구,서울특별시,독산동우시장,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0fb3e61c-2b22-4923-81a9-b8ac2affd826,쇼핑,쇼핑,상설시장,893,"[('경성양꼬치 구로디지털직영점', '양꼬치'), ('로바다야끼소담', '이자카야'), ('진영면옥', '냉면'), ('리춘시장 독산점', '요리주점'), ('미요리포차', '요리주점'), ('순댕이네얼큰수제비', '한식'), ('화로구이 독산점', '육류,고기요리'), ('서귀포화로구이 금천점', '돼지고기구이')]"
금천구,서울특별시,마리오아울렛,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=073f9186-40da-4b9e-9561-46a4f65b7b3f,쇼핑,쇼핑,전문매장/상가,285,"[('경성양꼬치 구로디지털직영점', '양꼬치'), ('돼지네 본점', '돼지고기구이'), ('동산미', '돼지고기구이'), ('경양카츠 구로점', '돈가스'), ('문정곱창', '곱창,막창,양'), ('월래순교자관', '중식당'), ('김돈이 구로점', '돼지고기구이'), ('천미미 구로점', '중식당')]"
금천구,서울특별시,비단길 현대시장,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=53fc5e0d-38c6-4a4a-aaec-1890dd34dcf3,쇼핑,쇼핑,상설시장,214,"[('닭헌터', '한식'), ('한양마늘보쌈', '족발,보쌈'), ('도마다리뼈다귀전문점 시흥점', '감자탕'), ('당진아구동태찜탕 시흥점', '아귀찜,해물찜'), ('킹콩부대찌개 시흥동현대시장점', '찌개,전골'), ('디저트39 금천시흥점', '카페')]"
금천구,서울특별시,금빛공원,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=e6e3a9c5-8dd0-42fd-88e6-58d1fa23c41e,인문(문화/예술/역사),휴양관광지,공원,185,"[('함께그린카페 금빛공원점', '카페,디저트')]"
금천구,서울특별시,별빛 남문시장,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6f87b98f-df48-468a-82b1-104ae8a0266b,쇼핑,쇼핑,상설시장,183,"[('국민삼오통닭', '치킨,닭강정')]"
금천구,서울특별시,산기슭 공원,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=d95a5bf7-7860-48fe-b8fe-db4c337f7ca7,자연,자연관광지,자연생태관광지,153,"[('동흥관', '중식당'), ('리화진 금천 독산본점', '요리주점'), ('빅터스버거 본점', '햄버거'), ('카페구움', '카페,디저트'), ('궁전산들애', '한식'), ('화로구이 독산점', '육류,고기요리')]"
